Group,Subgroup,Genus,Species,Stage bin,Body size (cm),Citation
Placodermi,Arthrodira,Aethaspis,utahensis,Emsian,31,Denison 1953b
Placodermi,Arthrodira,Atlantidosteus,pacifica,Eifelian,500,Young 2003
Placodermi,Arthrodira,Coccosteus,cuspidatus,Eifelian-Givetian,40,Denison 1978
Placodermi,Antiarcha,Sherbonaspis,andreannae,Eifelian-Givetian,20,Pateleyev 1993
Placodermi,Rhenanida,Bolivosteus,chacomensis,Eifelian,8,Maisley & Janvier 2011
Placodermi,Arthrodira,Holonema,sp.,Eifelian,19,Rade 1964
Placodermi,Antiarcha,Byssacanthus,dilatatus,Eifelian-Frasnian,30,Denison 1978
Placodermi,Antiarcha,Asterolepis,estonica,Eifelian,50,Denison 1978
Placodermi,Arthrodira,Homosteus,sp.,Eifelian,120,Dineley 1999
Placodermi,Arthrodira,Homosteus,milleri,Eifelian,170,Denison 1978
Placodermi,Arthrodira,Homosteus,sulcatus,Eifelian,21,Mark-Kurik 1993
Placodermi,Arthrodira,Actinolepis,magna,Eifelian-Givetian,99,Denison 1978
Placodermi,Arthrodira,Actinolepis,tuberculata,Eifelian-Givetian,56,Denison 1978
Placodermi,Arthrodira,Actinolepis,sp.,Eifelian,34,Newman & Trewin 2008
Placodermi,Arthrodira,Hybosteus,mirabilis,Eifelian-Givetian,97,Denison 1978
Placodermi,Arthrodira,Luetkeichthys,borealis,Eifelian,100,Denison 1978
Placodermi,Petalichthyida,Wijdeaspis,arctica,Eifelian,33,Denison 1978; Young 1978
Placodermi,Arthrodira,Heterosteus,asmussi,Eifelian,600,Denison 1978
Placodermi,Arthrodira,Dickosteus,threiplandi,Eifelian-Givetian,50,Denison 1978
Placodermi,Arthrodira,Carolowilhemina,geognostica,Eifelian,300,Mark-Kurik & Carls 2002
Placodermi,Antiarcha,Pterichthyodes,milleri,Eifelian-Givetian,25,Denison 1978
Placodermi,Ptyctodontida,Rhamphodopsis,threiplandi,Eifelian-Frasnian,8.8,Dineley 1999
Placodermi,Ptyctodontida,Goniosteus,gerolsteinensis,Eifelian-Givetian,35,Denison 1978
Placodermi,Antiarcha,Wurungulepis,denisoni,Eifelian,36,Young 1990
Placodermi,Ptyctodontida,Palaeospondylus,gunni,Eifelian-Givetian,29,Sollas & Sollas 1904
Placodermi,Antiarcha,Bothriolepis,sinensis,Eifelian-Givetian,20,Zhang 1965
Placodermi,Antiarcha,Bothriolepis,niushoushanensis,Eifelian,33,Zhao & Zhu 2010
Placodermi,Antiarcha,Hunanolepis,xiui,Eifelian,50,Zhao & Zhu 2010
Placodermi,Antiarcha,Yangaspis,jinningensis,Eifelian-Givetian,160,Lin & Wang 1981
Placodermi,Petalichthyida,Quasipetalichthys,haikouensis,Eifelian-Givetian,58,Denison 1978
Placodermi,Petalichthyida,Guangxipetalichthys,tiaomajianensis,Eifelian,18,Ji & Pan 1997
Placodermi,Petalichthyida,Guangxipetalichthys,bobaiensis,Eifelian,28,Ji & Pan 1997
Placodermi,Antiarcha,Dianolepis,liui,Eifelian-Givetian,50,Zhang 1965
Placodermi,Antiarcha,Thursius,wudingensis,Eifelian,29,Fan 1992
Placodermi,Antiarcha,Microbranchius,sinensis,Eifelian,5,Pan 1984
Placodermi,Ptyctodontida,Desmoporella,minor,Givetian,15,Denison 1978
Placodermi,Ptyctodontida,Palaeomylus,greenei,Givetian,230,Denison 1978
Placodermi,Ptyctodontida,Palaeomylus,fragens,Givetian,270,Denison 1978
Placodermi,Ptyctodontida,Ptyctodus,calceolus,Givetian,80,Denison 1978
Placodermi,Ptyctodontida,Ptyctodus,ferox,Givetian,250,Denison 1978
Placodermi,Ptyctodontida,Rhynchodus,excavatus,Givetian,80,Denison 1978
Placodermi,Ptyctodontida,Rhynchodus,rostratus,Givetian,96,Denison 1978
Placodermi,Petalichthyida,Ellopetalichthys,scheii,Givetian,18,Denison 1978
Placodermi,Arthrodira,Deirosteus,omaliusii,Givetian-Famennian,200,Wells 1942
Placodermi,Arthrodira,Eastmanosteus,pustulosus,Givetian-Frasnian,170,Denison 1978
Placodermi,Arthrodira,Eastmanosteus,yunnanensis,Givetian,110,Denison 1978
Placodermi,Arthrodira,Holonema,farrowi,Givetian,96,Denison 1978
Placodermi,Arthrodira,Kiangyousteus,yohii,Givetian,120,Denison 1978
Placodermi,Arthrodira,Rhenonema,eifelense,Givetian,300,Denison 1978
Placodermi,Arthrodira,Tropidosteus,curvatus,Givetian,210,Denison 1978
Placodermi,Antiarcha,Grossaspis,carinata,Givetian,32,Denison 1978
Placodermi,Antiarcha,Microbranchius,dicki,Givetian,6,Frickhinger 1991
Placodermi,Arthrodira,Watsonosteus,fletti,Givetian-Frasnian,58,Frickhinger 1991
Placodermi,Arthrodira,Groenlandaspis,antarcticus,Givetian,70,Ritchie 1975
Placodermi,Arthrodira,Groenlandaspis,sp.,Givetian,60,Ritchie 1975
Placodermi,Phyllolepid,Antarctaspis,mcmurdoensis,Givetian,40,Denison 1978
Placodermi,Phyllolepid,New phlyctaeniid,sp.,Givetian,30,Young & Long 2005
Placodermi,Arthrodira,Antarctolepis,gunni,Givetian,45,Denison 1978
Placodermi,Antiarcha,Bothriolepis,perija,Givetian,24,Young & Moody 2002
Placodermi,Antiarcha,Bothriolepis,gippslandensis,Givetian,43,Long 1983
Placodermi,Antiarcha,Bothriolepis,cullodensis,Givetian,50,Long 1983
Placodermi,Antiarcha,Bothriolepis,bindareei,Givetian,15,Long 1983
Placodermi,Antiarcha,Bothriolepis,fergusoni,Givetian,30,Long 1983
Placodermi,Antiarcha,Bothriolepis,warreni,Givetian,11,Long 1983
Placodermi,Antiarcha,Bothriolepis,kassini,Givetian,22,Moloshnikov 2010
Placodermi,Antiarcha,Bothriolepis,babichevi,Givetian,37,Moloshnikov 2010
Placodermi,Antiarcha,Bothriolepis,askinae,Givetian,54,Young 1988
Placodermi,Antiarcha,Bothriolepis,antarctica,Givetian,7.9,Young 1988
Placodermi,Antiarcha,Bothriolepis,portalensis,Givetian,67,Young 1988
Placodermi,Antiarcha,Bothriolepis,alexi,Givetian,45,Young 1988
Placodermi,Antiarcha,Bothriolepis,karawaka,Givetian,45,Young 1988
Placodermi,Antiarcha,Bothriolepis,macphersoni,Givetian,50,Young 1988
Placodermi,Antiarcha,Bothriolepis,vuwae,Givetian,50,Young 1988
Placodermi,Antiarcha,Bothriolepis,barretti,Givetian,30,Young 1988
Placodermi,Antiarcha,Bothriolepis,curonica,Givetian-Frasnian,82,Luksevics 2001
Placodermi,Arthrodira,Angarichthys,hyperboreus,Givetian,230,Denison 1978
Placodermi,Antiarcha,Asterolepis,clarkei,Givetian,10,Denison 1978
Placodermi,Antiarcha,Asterolepis,thule,Givetian,32,Denison 1978
Placodermi,Antiarcha,Asterolepis,orcadensis,Givetian-Frasnian,190,Denison 1978
Placodermi,Antiarcha,Asterolepis,dellei,Givetian,28,Denison 1978
Placodermi,Antiarcha,Asterolepis,scabra,Givetian,40,Denison 1978
Placodermi,Arthrodira,Belgiosteus,mortelmansi,Givetian,360,Denison 1978
Placodermi,Arthrodira,Livosteus,grandis,Givetian,210,Denison 1978
Placodermi,Arthrodira,Protitanichthys,rockportensis,Givetian,110,Denison 1978
Placodermi,Antiarcha,Gerdalepis,rhenana,Givetian,27,Denison 1978
Placodermi,Antiarcha,Gerdalepis,dohmi,Givetian-Frasnian,69,Denison 1978
Placodermi,Antiarcha,Venezuelepis,antarctica,Givetian,14,Young & Moody 2002
Placodermi,Antiarcha,Venezuelepis,mingi,Givetian,15,Young & Moody 2002
Placodermi,Phyllolepid,Placolepis,harjica,Givetian,27,Young 2005
Placodermi,Phyllolepid,Placolepis,tingeyi,Givetian,110,Young & Long 2005
Placodermi,Arthrodira,Beyrichosteus,radiatus,Givetian,52,Otto 2005
Placodermi,Phyllolepid,Cowralepis,mclachlani,Givetian,10.5,Carr et al. 1990
Placodermi,Ptyctodontida,Ptyctodopsis,menzeli,Givetian,7,Denison 1985
Placodermi,Phyllolepid,Austrophyllolepis,quiltyi,Givetian,22,Young & Long 2005
Placodermi,Phyllolepid,Austrophyllolepis,ritchiei,Givetian,25,Young & Long 2005
Placodermi,Phyllolepid,Austrophyllolepis,youngi,Givetian,20,Young & Long 2005
Placodermi,Arthrodira,Boomeraspis,goujeti,Givetian,55,Long 1995
Placodermi,Arthrodira,Pluordosteus,livonicus,Givetian-Frasnian,73,Denison 1978
Placodermi,Arthrodira,Pluordosteus,panderi,Givetian-Frasnian,170,Denison 1978
Placodermi,Antiarcha,Grossilepis,spinosa,Givetian,21,Luksevics 2001
Placodermi,Antiarcha,Taenolepis,speciosa,Givetian,37,Denison 1978
Placodermi,Phyllolepid,Cobranrahlepis,petyrwardi,Givetian-Frasnian,22,Young 2005
Placodermi,Phyllolepid,Yurammia,browni,Givetian-Frasnian,16,Young 2005
Placodermi,Antiarcha,Vukhulepis,lyhoaensis,Givetian,10,Janvier et al. 1997
Placodermi,Antiarcha,Vietnamaspis,trii,Givetian,40,Long et al. 1990
Placodermi,Arthrodira,Yinosteus,major,Givetian,18,Wang & Wang 1984
Placodermi,Arthrodira,Panxiosteus,oculus,Givetian-Frasnian,38,Wang 1979
Placodermi,Antiarcha,Lepadolepis,stensioei,Givetian-Frasnian,37,Denison 1978
Placodermi,Antiarcha,Asterolepis,ornata,Givetian-Frasnian,49,Denison 1978
Placodermi,Petalichthyida,Epipetalichthys/Desmoporella,minor,Givetian,11,Denison 1978
Placodermi,Arthrodira,Clarkosteus,halmodeus,Givetian-Frasnian,57,Denison 1978
Placodermi,Antiarcha,Nawagiaspis,wadeae,Givetian,31,Young 1990
Placodermi,Antiarcha,Asperaspis,carinata,Givetian,30,Panteleyev 1993
Placodermi,Antiarcha,Stegolepis,jugata,Givetian-Frasnian,34,Denison 1978
Placodermi,Antiarcha,Tenizolepis,asiatica,Givetian-Frasnian,69,Moloshnikov 2010
Placodermi,Antiarcha,Tenizolepis,rara,Givetian-Frasnian,31,Moloshnikov 2011
Placodermi,Arthrodira,Dinichthys,ohioensis,Givetian,72,Skeels 1962
Placodermi,Ptyctodontida,Gamphacanthus,politus,Givetian,180,Eastman 1907
Placodermi,Ptyctodontida,Acantholepis,pustulosus,Givetian,93,Newberry 1889
Placodermi,Ptyctodontida,Acantholepis,fragilis,Givetian,210,Eastman 1907
Placodermi,Ptyctodontida,Ctenurella,gladbachensis,Frasnian,18,Denison 1978
Placodermi,Ptyctodontida,Denisonodus,plutonensis,Frasnian,28,Johnson & Elliott 1996
Placodermi,Rhenanida,Jagorina,pandora,Frasnian,37,Denison 1978
Placodermi,Ptyctodontida,Palaeomylus,hussakofi,Frasnian,230,Denison 1978
Placodermi,Ptyctodontida,Palaeomylus,lunaeformis,Frasnian,150,Denison 1978
Placodermi,Ptyctodontida,Palaeomylus,minor,Frasnian,48,Denison 1978
Placodermi,Ptyctodontida,Ptyctodus,bradyi,Frasnian,32,Denison 1978
Placodermi,Ptyctodontida,Ptyctodus,czarnockii,Frasnian,110,Denison 1978
Placodermi,Ptyctodontida,Ptyctodus,kielcensis,Frasnian,63,Denison 1978
Placodermi,Ptyctodontida,Rhynchodus,marginalis,Frasnian,96,Denison 1978
Placodermi,Ptyctodontida,Rhynchodus,tetradon,Frasnian,63,Denison 1978
Placodermi,Petalichthyida,Epipetalichthys,wildungensis,Frasnian,48,Denison 1978
Placodermi,Arthrodira,Aspidichthys,clavatus,Frasnian,200,Denison 1978
Placodermi,Arthrodira,Aspidichthys,ingens,Frasnian,190,Denison 1978
Placodermi,Arthrodira,Belosteus,elegans,Frasnian,68,Denison 1978
Placodermi,Arthrodira,Brachydeirus,carinatus,Frasnian,65,Denison 1978
Placodermi,Arthrodira,Brachydeirus,bicarinatus,Frasnian,48,Denison 1978
Placodermi,Arthrodira,Brachydeirus,gracilis,Frasnian,33,Denison 1978
Placodermi,Arthrodira,Brachydeirus,grandis,Frasnian,110,Denison 1978
Placodermi,Arthrodira,Brachydeirus,minor,Frasnian,40,Denison 1978
Placodermi,Arthrodira,Brachyosteus,deitrichi,Frasnian,27,Denison 1978
Placodermi,Arthrodira,Braunosteus,schmidti,Frasnian,50,Denison 1978
Placodermi,Arthrodira,Bruntonichthys,multidens,Frasnian,48,Dennis & Miles 1979
Placodermi,Arthrodira,Bullerichthys,fascidens,Frasnian,44,Dennis & Miles 1979
Placodermi,Arthrodira,Callognathus,regularis,Frasnian-Famennian,50,Denison 1978
Placodermi,Arthrodira,Camuropiscus,concinnus,Frasnian,32,Dennis & Miles 1979
Placodermi,Arthrodira,Camuropiscus,laidlowi,Frasnian,15,Dennis & Miles 1979
Placodermi,Arthrodira,Copanognathus,crassus,Frasnian,200,Denison 1978
Placodermi,Arthrodira,Cyrtosteus,inflatus,Frasnian,21,Denison 1978
Placodermi,Arthrodira,Dinichthys,herzeri,Frasnian,700,Denison 1978
Placodermi,Arthrodira,Dinomylostoma,beecheri,Frasnian,130,Denison 1978
Placodermi,Arthrodira,Dinomylostoma,eastmani,Frasnian-Famennian,72,Denison 1978
Placodermi,Arthrodira,Dunkleosteus,magnificus,Frasnian,340,Denison 1978
Placodermi,Arthrodira,Dunkleosteus,newberryi,Frasnian,350,Eastman 1907
Placodermi,Arthrodira,Eastmanosteus,calliaspis,Frasnian,89,Long and Trinajstic 2010
Placodermi,Arthrodira,Eldenosteus,arizonensis,Frasnian,360,Denison 1978
Placodermi,Arthrodira,Enseosteus,jaekeli,Frasnian,32,Denison 1978
Placodermi,Arthrodira,Enseosteus,hermanni,Frasnian,27,Denison 1978
Placodermi,Arthrodira,Enseosteus,pachyostiodes,Frasnian,27,Denison 1978
Placodermi,Arthrodira,Enseosteus,marocanensis,Frasnian,25,Ruecklin 2011
Placodermi,Arthrodira,Erromenosteus,lucifer,Frasnian,76,Denison 1978
Placodermi,Arthrodira,Erromenosteus,brachyrostris,Frasnian,32,Denison 1978
Placodermi,Arthrodira,Erromenosteus,concavus,Frasnian,71,Denison 1978
Placodermi,Arthrodira,Erromenosteus,diensti,Frasnian,64,Denison 1978
Placodermi,Arthrodira,Erromenosteus,inflatus,Frasnian,43,Denison 1978
Placodermi,Arthrodira,Erromenosteus,koeneni,Frasnian,300,Denison 1978
Placodermi,Arthrodira,Fallacosteus,turnerae,Frasnian,36,Long 1990
Placodermi,Arthrodira,Hadrosteus,rapax,Frasnian,86,Denison 1978
Placodermi,Arthrodira,Harrytoombsia,sp.,Frasnian,53,Long 1990
Placodermi,Arthrodira,Heinzichthys,ringueberryi,Frasnian,53,Denison 1978
Placodermi,Arthrodira,Holonema,westolli,Frasnian,88,Denison 1978
Placodermi,Arthrodira,Holonema,radiatum,Frasnian,150,Denison 1978
Placodermi,Arthrodira,Holonema,rugosum,Frasnian,88,Denison 1978
Placodermi,Arthrodira,Kendrichthys,cavernosus,Frasnian,85,Dennis & Miles 1980
Placodermi,Arthrodira,Kimberia,whybrowi,Frasnian,71,Dennis-Bryan & Miles 1983
Placodermi,Arthrodira,Kimberia,bispicatus,Frasnian,110,Dennis-Bryan & Miles 1983
Placodermi,Arthrodira,Leptosteus,bickensis,Frasnian,36,Denison 1978
Placodermi,Arthrodira,Leptosteus,involutus,Frasnian,30,Denison 1978
Placodermi,Arthrodira,Machaerognathus,woodwardi,Frasnian,210,Denison 1978
Placodermi,Arthrodira,Malerosteus,gorizdroae,Frasnian,110,Denison 1978
Placodermi,Arthrodira,Microsteus,dubius,Frasnian,27,Denison 1978
Placodermi,Arthrodira,Pachyosteus,bulla,Frasnian-Famennian,54,Denison 1978
Placodermi,Arthrodira,Parabelosteus,pusillus,Frasnian,32,Denison 1978
Placodermi,Arthrodira,Parabelosteus,acuticeps,Frasnian,32,Denison 1978
Placodermi,Arthrodira,Pholidosteus,friedeli,Frasnian,40,Denison 1978
Placodermi,Arthrodira,Pluordosteus,sp.,Frasnian,100,Denison 1978
Placodermi,Arthrodira,Pluordosteus,canadensis,Frasnian,87,Denison 1978
Placodermi,Arthrodira,Pluordosteus,mironovi,Frasnian,59,Denison 1978
Placodermi,Arthrodira,Pluordosteus,trautscholdi,Frasnian,65,Denison 1978
Placodermi,Arthrodira,Pluordosteus,timanicus,Frasnian-Famennian,87,Denison 1978
Placodermi,Arthrodira,Rachiosteus,pterygiats,Frasnian,100,Denison 1978
Placodermi,Arthrodira,Rhinosteus,traquairi,Frasnian,60,Denison 1978
Placodermi,Arthrodira,Rhinosteus,parvulus,Frasnian,32,Denison 1978
Placodermi,Arthrodira,Rhinosteus,tuberculatus,Frasnian,81,Denison 1978
Placodermi,Arthrodira,Rolfosteus,canningensis,Frasnian,46,Dennis & Miles 1979
Placodermi,Arthrodira,Synauchernia,coalescens,Frasnian,25,Denison 1978
Placodermi,Arthrodira,Trematosteus,fontanellus,Frasnian,22,Denison 1978
Placodermi,Arthrodira,Tapinosteus,heintzi,Frasnian,24,Denison 1978
Placodermi,Arthrodira,Timanosteus,techernychevi,Frasnian,72,Denison 1978
Placodermi,Arthrodira,Torosteus,tuberculatus,Frasnian,40,Gardiner & Miles 1990
Placodermi,Arthrodira,Torosteus,pulchellus,Frasnian,31,Dennis & Miles 1979
Placodermi,Arthrodira,Tubonasis,lennardensis,Frasnian,32,Dennis & Miles 1979
Placodermi,Antiarcha,Bothriolepis,prima,Frasnian,17,Luksevics 2001
Placodermi,Antiarcha,Bothriolepis,obrutschewi,Frasnian,29,Luksevics 2001
Placodermi,Antiarcha,Bothriolepis,cellulosa,Frasnian,66,Luksevics 2001
Placodermi,Antiarcha,Bothriolepis,panderi,Frasnian,43,Luksevics 2001
Placodermi,Antiarcha,Bothriolepis,traudscholi,Frasnian,48,Luksevics 2001
Placodermi,Antiarcha,Bothriolepis,maxima,Frasnian,170,Luksevics 2001
Placodermi,Antiarcha,Bothriolepis,evaldi,Frasnian,17,Luksevics 2001
Placodermi,Antiarcha,Bothriolepis,leptocheira,Frasnian-Famennian,82,Luksevics 2001
Placodermi,Antiarcha,Bothriolepis,canadensis,Frasnian,46,Werdelin & Long 1986
Placodermi,Antiarcha,Bothriolepis,favosa,Frasnian,56,Denison 1978
Placodermi,Antiarcha,Bothriolepis,hayi,Frasnian-Famennian,51,Denison 1978
Placodermi,Antiarcha,Bothriolepis,major,Frasnian,41,Denison 1978
Placodermi,Antiarcha,Bothriolepis,obesa,Frasnian-Famennian,66,Denison 1978
Placodermi,Antiarcha,Bothriolepis,taylori,Frasnian,61,Denison 1978
Placodermi,Antiarcha,Bothriolepis,wilsoni,Frasnian-Famennian,72,Denison 1978
Placodermi,Antiarcha,Bothriolepis,sanzarensis,Frasnian,76,Moloshnikov 2010
Placodermi,Antiarcha,Bothriolepis,volongensis,Frasnian,48,Denison 1978
Placodermi,Antiarcha,Asterolepis,chadwicki,Frasnian,57,Denison 1978
Placodermi,Antiarcha,Asterolepis,savesoederberghi,Frasnian,49,Denison 1978
Placodermi,Antiarcha,Asterolepis,maxima,Frasnian-Famennian,98,Denison 1978
Placodermi,Arthrodira,Neophlyctenius,sherwoodi,Frasnian,50,Denison 1978
Placodermi,Antiarcha,Grossilepis,tuberculata,Frasnian,26,Luksevics 2001
Placodermi,Arthrodira,Walterosteus,lelievrei,Frasnian,29,Ruecklin 2011
Placodermi,Arthrodira,Omalosteus,krutoensis,Frasnian,65,Zakharenko 2007
Placodermi,Ptyctodontida,Materpiscis,attenboroughi,Frasnian,18.7,Long et al. 2009
Placodermi,Arthrodira,Mcnamaraspis,kaprios,Frasnian,35,Long and Trinajstic 2010
Placodermi,Arthrodira,Simosteus,tuberculatus,Frasnian,68,Dennis & Miles 1982
Placodermi,Arthrodira,Compagopiscis,croucheri,Frasnian,36,Gardiner & Miles 1994
Placodermi,Arthrodira,Golshanichthys,asiatica,Frasnian,140,Long 1987
Placodermi,Arthrodira,Gogopiscus,gracilis,Frasnian,35,Gardiner & Miles 1994
Placodermi,Arthrodira,Gogosteus,sarahae,Frasnian,44,Long 1994
Placodermi,Arthrodira,Pinguosteus,thulborni,Frasnian,48,Long 1990
Placodermi,Arthrodira,Stenosteus,pertensis,Frasnian,73,Denison 1978
Placodermi,Petalichthyida,Changyanophyton,hupeiense,Frasnian,30,Denison 1978
Placodermi,Phyllolepid,Placolepis,budawangensis,Frasnian,8.3,Young et al. 2000
Placodermi,Arthrodira,Deirosteus,abbreviata,Frasnian,190,Denison 1978
Placodermi,Antiarcha,Pambulaspis,cobandraensis,Frasnian,44,Young 1983
Placodermi,Arthrodira,Cosmacanthus,malcolmsoni,Frasnian,150,Newman 2005
Placodermi,Arthrodira,Draconichthys,elegans,Frasnian,64,Ruecklin 2011
Placodermi,Arthrodira,Dinicthydae,indet.,Frasnian,68,Lelievre 1981
Placodermi,Ptyctodontida,Chelyophorous,verneuli,Famennian,10,Denison 1978
Placodermi,Ptyctodontida,Ptyctodus,major,Famennian,160,Denison 1978
Placodermi,Arthrodira,Africanaspis,doryssa,Famennian,37,Long et al. 1997
Placodermi,Arthrodira,Bungartius,perissus,Famennian,200,Denison 1978
Placodermi,Arthrodira,Diplognathus,mirabilis,Famennian,540,Denison 1978
Placodermi,Arthrodira,Diplognathus,lafargei,Famennian,44,Carr & Jackson 2005
Placodermi,Arthrodira,Dunkleosteus,terrelli,Famennian,800,Denison 1978
Placodermi,Arthrodira,Dunkleosteus,denisoni,Famennian,52,Kulczycki 1957
Placodermi,Arthrodira,Dunkleosteus,missouriensis,Famennian,190,Branson 1914
Placodermi,Arthrodira,Dunkleosteus,marsaisi,Famennian,190,Denison 1978
Placodermi,Arthrodira,Eastmanosteus,tubercultatus,Famennian,120,Dennis-Bryan 1987
Placodermi,Arthrodira,Glyptaspis,verrucosa,Famennian,800,Denison 1978
Placodermi,Arthrodira,Gorgonichthys,clarki,Famennian,390,Denison 1978
Placodermi,Arthrodira,Groenlandaspis,riniensis,Famennian,90,Long et al. 1997
Placodermi,Arthrodira,Groenlandaspis,mirabilis,Famennian,110,Daeschler and Frumes 2003
Placodermi,Arthrodira,Groenlandaspis,thorezi,Famennian,24,Clement and Janvier 2005
Placodermi,Arthrodira,Groenlandaspis,pennsylvanica,Famennian,100,Daeschler and Frumes 2003
Placodermi,Arthrodira,Groenlandaspis,disjectus,Famennian,85,Daeschler and Frumes 2003
Placodermi,Arthrodira,Gymnotrachelus,hydei,Famennian,84,Denison 1978
Placodermi,Arthrodira,Heinzichthys,gouldi,Famennian,140,Denison 1978
Placodermi,Arthrodira,Holdenius,holdeni,Famennian,590,Denison 1978
Placodermi,Arthrodira,Hussakofia,minor,Famennian,96,Denison 1978
Placodermi,Arthrodira,Mylostoma,varibile,Famennian,120,Denison 1978
Placodermi,Arthrodira,Paramylostoma,arcualis,Famennian,71,Denison 1978
Placodermi,Arthrodira,Selenosteus,brevis,Famennian,87,Denison 1978
Placodermi,Arthrodira,Stenosteus,glaber,Famennian,110,Denison 1978
Placodermi,Arthrodira,Tafilalichthys,lavocati,Famennian,130,Denison 1978
Placodermi,Arthrodira,Titanichthys,agassizi,Famennian,490,Denison 1978
Placodermi,Arthrodira,Titanichthys,attenuatus,Famennian,440,Denison 1978
Placodermi,Arthrodira,Titanichthys,clarkii,Famennian,490,Newberry 1889
Placodermi,Arthrodira,Titanichthys,kozlowskii,Famennian,500,Kulczycki 1957
Placodermi,Arthrodira,Titanichthys,termieri,Famennian,120,Denison 1978
Placodermi,Arthrodira,Trachosteus,clarki,Famennian,75,Denison 1978
Placodermi,Antiarcha,Sinolepis,macrocephala,Famennian,32,Denison 1978
Placodermi,Antiarcha,Bothriolepis,alvensis,Famennian,46,Denison 1978
Placodermi,Antiarcha,Bothriolepis,cristata,Famennian,35,Denison 1978
Placodermi,Antiarcha,Bothriolepis,gigantea,Famennian,97,Denison 1978
Placodermi,Antiarcha,Bothriolepis,groenlandica,Famennian,85,Denison 1978
Placodermi,Antiarcha,Bothriolepis,lohesti,Famennian,19,Denison 1978
Placodermi,Antiarcha,Bothriolepis,paradoxa,Famennian,48,Denison 1978
Placodermi,Antiarcha,Remigolepis,cristata,Famennian,24,Denison 1978
Placodermi,Antiarcha,Remigolepis,acusta,Famennian,48,Denison 1978
Placodermi,Antiarcha,Remigolepis,kochi,Famennian,35,Denison 1978
Placodermi,Phyllolepid,Phyllolepis,tolli,Famennian,50,Denison 1978
Placodermi,Arthrodira,Dinichthys,corrugatus,Famennian,180,Branson 1914
Placodermi,Arthrodira,Turrisaspis,elektor,Famennian,22,Daeschler et al. 2003
Placodermi,Arthrodira,Tiaraspis,subtilis,Famennian,110,Daeschler and Frumes 2003
Placodermi,Antiarcha,Hillalepis,gippslandensis,Famennian,20,Denison 1978
Placodermi,Antiarcha,Livnolepis,zadonica,Famennian,80,Moloshnikov 2008
Placodermi,Antiarcha,Kirgisolepis,karabaltaensis,Famennian,46,Vorobyeva & Panteleyev 2005
Placodermi,Antiarcha,Ningxialepis,spinosa,Famennian,11.5,Jia et al. 2010
Sarcopterygii,Porolepiformes,Youngolepis,sp.,Lochkovian,50,Long 2011
Sarcopterygii,Porolepiformes,Youngolepis,praecursor,Lochkovian-Pragian,30,Wang et al. 2010
Sarcopterygii,Dipnoi,Powichthys,sp.,Lochkovian,50,Long 2011
Sarcopterygii,NA,Psarolepis,romeri,Lochkovian,13,Yu 1998
Sarcopterygii,NA,Achoania,jarviki,Lochkovian,16,Zhu et al. 2001
Sarcopterygii,NA,Styloichthys,changae,Lochkovian,16,Zhu & Yu 2002
Sarcopterygii,NA,Meemania,eos,Lochkovian,10,Zhao & Zhu 2010
Sarcopterygii,Dipnoi,Diabolepis,speratus,Lochkovian,15,Chang & Yu 1984
Sarcopterygii,Dipnoi,Westollrhynchus,lehmani,Pragian-Emsian,69,Schultze 2001
Sarcopterygii,Onychodont,Qingmenodus,yui,Pragian,70,Long 2011
Sarcopterygii,Onychodont,Bukkanodus,jesseni,Pragian,20,Long 2011
Sarcopterygii,Actinista,Euporosteus,yunnanensis,Pragian,12,Zhu et al. 2012
Sarcopterygii,Dipnoi,Uranolophus,wyomingensis,Pragian-Emsian,30,Frickhinger 1991
Sarcopterygii,Dipnoi,Dipnorhynchus,sussmilchi,Emsian,57.8,Bernacsek & Carroll 1981
Sarcopterygii,Dipnoi,Dipnorhynchus,cathlesae,Emsian,140,Campbell et al. 2009
Sarcopterygii,Dipnoi,Speonedydrion,iani,Emsian,55,Chang & Wang 1995
Sarcopterygii,Dipnoi,Cathlorhynchus,trismodipterus,Emsian,28,Campbell et al. 2009
Sarcopterygii,Dipnoi,Erikia,jarviki,Emsian,15,Chang & Wang 1995
Sarcopterygii,Dipnoi,Tarachomylax,oepiki,Emsian,17,Barwick et al. 1997
Sarcopterygii,Osteolepiformes,New Osteolepiform,sp.,Emsian-Eifelian,24,Hunt & Young 2012
Sarcopterygii,Dipnoi,Melanognathus,canadensis,Emsian,36,Schultze 2001
Sarcopterygii,Porolepiformes,Nasogaluakus,chorni,Emsian,51,Schultze 2000
Sarcopterygii,Dipnoi,Sorbitohynchus,deleaslkitus,Emsian,76,Wang et al. 1990
Sarcopterygii,Tetrapodamorpha,Kenichthys,campbelli,Emsian,10,Zhao & Zhu 2010
Sarcopterygii,Porolepiformes,Porolepis,brevis,Eifelian,20,Frickhinger 1991
Sarcopterygii,Dipnoi,Dipterus,valenciennessii,Eifelian-Frasnian,30,Frickhinger 1991
Sarcopterygii,Porolepiformes,Gyroptychius,agassizi,Eifelian-Givetian,30,Frickhinger 1991
Sarcopterygii,Porolepiformes,Glyptolepis,paucidens,Eifelian-Givetian,62,Frickhinger 1991
Sarcopterygii,Porolepiformes,Glyptolepis,leptopterus,Eifelian-Givetian,70,Vorobyeva 2006
Sarcopterygii,Osteolepiformes,Thursius,macrolepidotus,Eifelian,12,Dineley 1999
