PaleoDB_taxon_no,taxon_name,phylum,class,order,family,fad_int,fad_age,lad_int,lad_age,size_ref,range_ref,log10_volume,log10_max_length
32605,Cenocrinus,Echinodermata,Crinoidea,Isocrinida,Isocrinidae,Holocene,0.0117,Holocene,0,52,52,3.519260561,1.340642378
32612,Isocrinus,Echinodermata,Crinoidea,Isocrinida,Isocrinidae,Ladinian,242,Holocene,0,52,24,3.562848097,1.795582113
32613,Isselicrinus,Echinodermata,Crinoidea,Isocrinida,Isocrinidae,Campanian,83.6,Serravallian,11.62,52,24,3.16506499,1.265079999
32616,Metacrinus,Echinodermata,Crinoidea,Isocrinida,Isocrinidae,Danian,66,Holocene,0,52,24,4.305147016,1.543654233
153360,Neocrinus,Echinodermata,Crinoidea,Isocrinida,Isocrinidae,Holocene,0.0117,Holocene,0,52,52,2.620454733,0.994903443
32599,Austinocrinus,Echinodermata,Crinoidea,Isocrinida,,Campanian,83.6,Maastrichtian,66,52,52,4.09618379,1.543571424
32600,Balanocrinus,Echinodermata,Crinoidea,Isocrinida,,Norian,228,Hauterivian,129.4,52,24,3.188501035,1.158362492
32602,Cainocrinus,Echinodermata,Crinoidea,Isocrinida,,Danian,66,Ypresian,47.8,52,24,1.341272252,0.660693036
32603,Chariocrinus,Echinodermata,Crinoidea,Isocrinida,,Toarcian,182.7,Oxfordian,157.3,52,52,2.818827483,1.162862993
32610,Hispidocrinus,Echinodermata,Crinoidea,Isocrinida,,Sinemurian,199.3,Oxfordian,157.3,52,52,2.81367064,1.494154594
32617,Moenocrinus,Echinodermata,Crinoidea,Isocrinida,,Anisian,247.2,Anisian,242,52,52,2.343975465,0.876410304
32619,Nielsenicrinus,Echinodermata,Crinoidea,Isocrinida,,Hauterivian,132.9,Chattian,23.03,52,24,2.676361133,1.146748014
32620,Percevalicrinus,Echinodermata,Crinoidea,Isocrinida,,Tithonian,152.1,Valanginian,132.9,52,52,1.167116979,0.553883027
32623,Rhodanometra,Echinodermata,Crinoidea,Isocrinida,,Callovian,166.1,Callovian,163.5,52,24,1.569297814,0.678352807
32624,Seirocrinus,Echinodermata,Crinoidea,Isocrinida,,Norian,228,Bathonian,166.1,52,24,4.134356031,1.737669627
32630,Tulipacrinus,Echinodermata,Crinoidea,Isocrinida,,Carnian,235,Rhaetian,201.3,52,24,0.057841169,0.182842459
32693,Somphocrinus,Echinodermata,Crinoidea,Roveacrinida,Roveacrinidae,Carnian,235,Carnian,228,51,24,-0.871744203,-0.128093633
32683,Orthogonocrinus,Echinodermata,Crinoidea,Roveacrinida,,Albian,113,Coniacian,86.3,51,24,-0.270044629,0.073168262
32684,Ossicrinus,Echinodermata,Crinoidea,Roveacrinida,,Ladinian,242,Carnian,228,51,24,-1.410362791,-0.308255631
32687,Plotocrinus,Echinodermata,Crinoidea,Roveacrinida,,Albian,113,Albian,100.5,51,24,0.353660093,0.281790638
32686,Poecilocrinus,Echinodermata,Crinoidea,Roveacrinida,,Albian,113,Cenomanian,93.3,51,24,0.906086119,0.466571072
32689,Roveacrinoides,Echinodermata,Crinoidea,Roveacrinida,,Turonian,93.3,Turonian,89.8,51,24,0.221002277,0.237418056
32694,Styracocrinus,Echinodermata,Crinoidea,Roveacrinida,,Albian,113,Cenomanian,93.3,51,24,-0.521663199,-0.010995384
31623,Gilbertsocrinus,Echinodermata,Crinoidea,Diplobathrida,Rhodocrinidae,Givetian,387.7,Visean,330.9,51,24,4.457168459,1.654369091
31750,Dichocrinus,Echinodermata,Crinoidea,Monobathrida,Dichocrinidae,Tournaisian,358.9,Moscovian,307,51,24,3.507843409,1.282168778
31852,Stomiocrinus,Echinodermata,Crinoidea,Monobathrida,Dichocrinidae,Artinskian,290.1,Capitanian,259.9,51,24,2.76296245,1.041984501
31687,Actinocrinites,Echinodermata,Crinoidea,Monobathrida,Actinocrinitidae,Tournaisian,358.9,Moscovian,307,51,24,4.579010739,1.656673046
31765,Eumorphocrinus,Echinodermata,Crinoidea,Monobathrida,Actinocrinitidae,Visean,346.7,Visean,330.9,51,24,4.364077604,1.561578368
31720,Camptocrinus,Echinodermata,Crinoidea,Monobathrida,Platycrinitidae,Visean,346.7,Serpukhovian,323.2,51,24,1.320800352,0.546542663
31805,Neoplatycrinus,Echinodermata,Crinoidea,Monobathrida,Platycrinitidae,Sakmarian,295.5,Capitanian,259.9,51,24,3.321743295,1.220481675
31831,Pleurocrinus,Echinodermata,Crinoidea,Monobathrida,Platycrinitidae,Tournaisian,358.9,Capitanian,259.9,51,24,3.718274044,1.36983407
31767,Gennaeocrinus,Echinodermata,Crinoidea,Monobathrida,Periechocrinitidae,Emsian,407.6,Givetian,382.7,51,24,4.622685378,1.648652695
31761,Eucalyptocrinites,Echinodermata,Crinoidea,Monobathrida,Eucalyptocrinitidae,Rhuddanian,443.4,Eifelian,387.7,51,24,4.674020418,1.671543085
31775,Hexacrinites,Echinodermata,Crinoidea,Monobathrida,Hexacrinitidae,Gorstian,427.4,Tournaisian,346.7,51,24,4.33837916,1.556302501
31796,Megaliocrinus,Echinodermata,Crinoidea,Monobathrida,Paragaricocrinidae,Bashkirian,323.2,Moscovian,307,51,24,3.612453137,1.330714323
31699,Aorocrinus,Echinodermata,Crinoidea,Monobathrida,Batocrinidae,Givetian,387.7,Visean,330.9,51,24,3.149848845,1.174931594
31797,Megistocrinus,Echinodermata,Crinoidea,Monobathrida,Batocrinidae,Lochkovian,419.2,Visean,330.9,51,24,4.85941915,1.740249871
31773,Hapalocrinus,Echinodermata,Crinoidea,Monobathrida,Hapalocrinidae,Emsian,407.6,Frasnian,372.2,51,24,3.457240589,1.261432814
31755,Dolatocrinus,Echinodermata,Crinoidea,Monobathrida,Melocrinidae,Emsian,407.6,Givetian,382.7,51,24,3.154043289,1.162564407
31790,Macrostylocrinus,Echinodermata,Crinoidea,Monobathrida,Patelliocrinidae,Katian,453,Emsian,393.3,51,24,2.29020874,0.871961914
31679,Aacocrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Tournaisian,346.7,51,24,3.593561181,1.310905629
31680,Abacocrinus,Echinodermata,Crinoidea,Monobathrida,,Sheinwoodian,433.4,Homerian,427.4,51,24,4.016747576,1.434888121
31681,Abactinocrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Tournaisian,346.7,51,24,3.789277884,1.401572846
31682,Abathocrinus,Echinodermata,Crinoidea,Monobathrida,,Sheinwoodian,433.4,Homerian,427.4,51,24,3.56654627,1.304813543
31683,Abatocrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Visean,330.9,51,24,3.792183066,1.379305518
31685,Acacocrinus,Echinodermata,Crinoidea,Monobathrida,,Rhuddanian,443.4,Givetian,382.7,51,24,2.465883786,1.014310481
31686,Acrocrinus,Echinodermata,Crinoidea,Monobathrida,,Visean,346.7,Serpukhovian,323.2,51,24,4.848797172,1.793860201
31688,Agaricocrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Visean,330.9,51,24,4.29741633,1.631443769
31689,Agathocrinus,Echinodermata,Crinoidea,Monobathrida,,Emsian,407.6,Famennian,358.9,51,24,2.968645008,1.108339475
31690,Alisocrinus,Echinodermata,Crinoidea,Monobathrida,,Katian,453,Homerian,427.4,51,24,3.506348144,1.302763708
31691,Allocrinus,Echinodermata,Crinoidea,Monobathrida,,Sheinwoodian,433.4,Ludfordian,423,51,24,2.74410193,1.14906508
31692,Alloprosallocrinus,Echinodermata,Crinoidea,Monobathrida,,Visean,346.7,Visean,330.9,51,24,3.853095871,1.378942699
31694,Amblacrinus,Echinodermata,Crinoidea,Monobathrida,,Eifelian,393.3,Givetian,382.7,51,24,3.318402143,1.273464273
31695,Amonohexacrinus,Echinodermata,Crinoidea,Monobathrida,,Emsian,407.6,Emsian,393.3,51,24,3.204920464,1.199892244
31696,Amphoracrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Serpukhovian,323.2,51,24,4.423626436,1.58759873
31697,Amphoracrocrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Serpukhovian,323.2,51,24,3.418983079,1.294025094
31701,Arthroacantha,Echinodermata,Crinoidea,Monobathrida,,Emsian,407.6,Frasnian,372.2,51,24,3.725649834,1.378916771
31703,Athabascacrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Tournaisian,346.7,51,24,3.369431726,1.22685757
31705,Azygocrinus,Echinodermata,Crinoidea,Monobathrida,,Visean,346.7,Visean,330.9,51,24,3.219250583,1.188365926
31706,Barrandeocrinus,Echinodermata,Crinoidea,Monobathrida,,Sheinwoodian,433.4,Homerian,427.4,51,24,3.586901975,1.306746608
31707,Batocrinus,Echinodermata,Crinoidea,Monobathrida,,Visean,346.7,Visean,330.9,51,24,4.123719115,1.492900011
31708,Beyrichocrinus,Echinodermata,Crinoidea,Monobathrida,,Pragian,410.8,Pragian,407.6,51,24,5.524774334,1.95124035
31710,Blairocrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Tournaisian,346.7,51,24,3.381396658,1.225438517
31711,Bogotacrinus,Echinodermata,Crinoidea,Monobathrida,,Emsian,407.6,Eifelian,387.7,51,24,1.674215187,0.680544694
31715,Brahmacrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Visean,330.9,51,24,4.441707128,1.585299551
31716,Briarocrinus,Echinodermata,Crinoidea,Monobathrida,,Sheinwoodian,433.4,Homerian,427.4,51,24,3.148609965,1.210229315
31717,Cactocrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Visean,330.9,51,24,4.060058322,1.484442208
31721,Canistrocrinus,Echinodermata,Crinoidea,Monobathrida,,Katian,453,Katian,445.2,51,24,3.396697645,1.310905629
31722,Cantharocrinus,Echinodermata,Crinoidea,Monobathrida,,Emsian,407.6,Eifelian,387.7,51,24,2.682194191,1.024690862
31723,Carolicrinus,Echinodermata,Crinoidea,Monobathrida,,Pridolian,423,Pridolian,419.2,51,24,3.901826319,1.467502399
31724,Carpocrinus,Echinodermata,Crinoidea,Monobathrida,,Rhuddanian,443.4,Pragian,407.6,51,24,2.986709406,1.150858735
31725,Caucacrocrinus,Echinodermata,Crinoidea,Monobathrida,,Kasimovian,307,Kasimovian,303.7,51,24,1.211037734,0.533830698
31727,Centriocrinus,Echinodermata,Crinoidea,Monobathrida,,Eifelian,393.3,Eifelian,387.7,51,24,3.640245592,1.406369835
31730,Clarkeocrinus,Echinodermata,Crinoidea,Monobathrida,,Eifelian,393.3,Givetian,382.7,51,24,3.347622446,1.310693312
31731,Clematocrinus,Echinodermata,Crinoidea,Monobathrida,,Rhuddanian,443.4,Ludfordian,423,51,24,0.90572574,0.633804988
31732,Clonocrinus,Echinodermata,Crinoidea,Monobathrida,,Sheinwoodian,433.4,Ludfordian,423,51,24,4.407705001,1.627468272
31733,Closterocrinus,Echinodermata,Crinoidea,Monobathrida,,Sheinwoodian,433.4,Homerian,427.4,51,24,3.258649469,1.265525335
31734,Coelocrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Tournaisian,346.7,51,24,2.401071593,1.015778756
31736,Compsocrinus,Echinodermata,Crinoidea,Monobathrida,,Katian,453,Katian,445.2,51,24,0.163757524,0.40654018
31737,Cordylocrinus,Echinodermata,Crinoidea,Monobathrida,,Gorstian,427.4,Lochkovian,410.8,51,24,1.425056299,0.828445059
31738,Corocrinus,Echinodermata,Crinoidea,Monobathrida,,Emsian,407.6,Givetian,382.7,51,24,4.178747553,1.55339751
31739,Craterocrinus,Echinodermata,Crinoidea,Monobathrida,,Eifelian,393.3,Eifelian,387.7,51,24,4.748763182,1.724111954
31740,Ctenocrinus,Echinodermata,Crinoidea,Monobathrida,,Gorstian,427.4,Eifelian,387.7,51,24,4.166686595,1.569022586
31741,Culicocrinus,Echinodermata,Crinoidea,Monobathrida,,Emsian,407.6,Emsian,393.3,51,24,3.035838943,1.133858125
31742,Cusacrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Tournaisian,346.7,51,24,3.464724873,1.302697155
31743,Cylicocrinus,Echinodermata,Crinoidea,Monobathrida,,Sheinwoodian,433.4,Homerian,427.4,51,24,3.254661192,1.238046103
31744,Cytidocrinus,Echinodermata,Crinoidea,Monobathrida,,Visean,346.7,Visean,330.9,51,24,5.224368678,1.861192917
31746,Cytocrinus,Echinodermata,Crinoidea,Monobathrida,,Sheinwoodian,433.4,Homerian,427.4,51,24,3.630834122,1.308244177
31745,Cyttarocrinus,Echinodermata,Crinoidea,Monobathrida,,Emsian,407.6,Givetian,382.7,51,24,2.522413714,0.973935629
31747,Desmidocrinus,Echinodermata,Crinoidea,Monobathrida,,Gorstian,427.4,Ludfordian,423,51,24,3.567796738,1.400250091
31748,Dialutocrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Tournaisian,346.7,51,24,3.632691677,1.315550534
31749,Diatorocrinus,Echinodermata,Crinoidea,Monobathrida,,Visean,346.7,Visean,330.9,51,24,4.221719485,1.533517862
31752,Dinacrocrinus,Echinodermata,Crinoidea,Monobathrida,,Moscovian,315.2,Kasimovian,303.7,51,24,2.504237273,0.993289236
31754,Dizygocrinus,Echinodermata,Crinoidea,Monobathrida,,Visean,346.7,Visean,330.9,51,24,3.609537659,1.32756326
31756,Dorycrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Visean,330.9,51,24,4.438004487,1.579669294
31757,Ectocrinus,Echinodermata,Crinoidea,Monobathrida,,Visean,346.7,Visean,330.9,51,24,4.61745351,1.636989102
31759,Eopatelliocrinus,Echinodermata,Crinoidea,Monobathrida,,Sandbian,458.4,Homerian,427.4,51,24,1.744784905,0.706148589
31760,Eretmocrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Visean,330.9,51,24,4.260498793,1.541204691
31762,Eucladocrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Visean,330.9,51,24,4.953502788,1.757396029
31763,Eutelecrinus,Echinodermata,Crinoidea,Monobathrida,,Capitanian,265.1,Capitanian,259.9,51,24,3.241157184,1.226986346
31764,Eutrochocrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Visean,330.9,51,24,4.235369259,1.601904858
31769,Globacrocrinus,Echinodermata,Crinoidea,Monobathrida,,Bashkirian,323.2,Moscovian,307,51,24,3.079794905,1.153645516
31771,Glyptocrinus,Echinodermata,Crinoidea,Monobathrida,,Sandbian,458.4,Ludfordian,423,51,24,3.964753766,1.534470332
31779,Iberocrinus,Echinodermata,Crinoidea,Monobathrida,,Bashkirian,323.2,Moscovian,307,51,24,3.573731872,1.327461109
31784,Laurelocrinus,Echinodermata,Crinoidea,Monobathrida,,Sheinwoodian,433.4,Homerian,427.4,51,24,3.832519623,1.39846085
31786,Liomolgocrinus,Echinodermata,Crinoidea,Monobathrida,,Lochkovian,419.2,Lochkovian,410.8,51,24,4.785983221,1.714497409
31788,Lyonicrinus,Echinodermata,Crinoidea,Monobathrida,,Rhuddanian,443.4,Ludfordian,423,51,24,2.751010282,1.013960159
31789,Macrocrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Visean,330.9,51,24,3.426410126,1.260752634
31791,Maligneocrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Tournaisian,346.7,51,24,4.618145031,1.640183192
31792,Manillocrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Tournaisian,346.7,51,24,3.448363432,1.336459734
31795,Marsupiocrinus,Echinodermata,Crinoidea,Monobathrida,,Sheinwoodian,433.4,Lochkovian,410.8,51,24,4.588709603,1.627854789
31798,Melocrinites,Echinodermata,Crinoidea,Monobathrida,,Lochkovian,419.2,Frasnian,372.2,51,24,4.143791109,1.529558673
31799,Metacrocrinus,Echinodermata,Crinoidea,Monobathrida,,Moscovian,315.2,Moscovian,307,51,24,2.623137497,0.971855449
31804,Neodichocrinus,Echinodermata,Crinoidea,Monobathrida,,Capitanian,265.1,Capitanian,259.9,51,24,1.571714653,0.617572158
31806,Nunnacrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Visean,330.9,51,24,4.109704572,1.503790683
31807,Oehlerticrinus,Echinodermata,Crinoidea,Monobathrida,,Lochkovian,419.2,Eifelian,387.7,51,24,3.314462533,1.27392678
31812,Paradichocrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Visean,330.9,51,24,4.450567336,1.6198235
31813,Paragaricocrinus,Echinodermata,Crinoidea,Monobathrida,,Capitanian,265.1,Capitanian,259.9,51,24,4.509319865,1.5984622
31814,Parahexacrinus,Echinodermata,Crinoidea,Monobathrida,,Emsian,407.6,Emsian,393.3,51,24,3.961669558,1.519215263
31816,Paramelocrinus,Echinodermata,Crinoidea,Monobathrida,,Sheinwoodian,433.4,Pridolian,419.2,51,24,3.14813739,1.379741843
31819,Periechocrinus,Echinodermata,Crinoidea,Monobathrida,,Sheinwoodian,433.4,Ludfordian,423,51,24,4.898792347,1.805092878
31820,Periglyptocrinus,Echinodermata,Crinoidea,Monobathrida,,Sandbian,458.4,Sandbian,453,51,24,4.414227674,1.858958055
31822,Physetocrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Visean,330.9,51,24,4.122006065,1.567731963
31824,Pithocrinus,Echinodermata,Crinoidea,Monobathrida,,Emsian,407.6,Givetian,382.7,51,24,4.389618134,1.574609941
31825,Planacrocrinus,Echinodermata,Crinoidea,Monobathrida,,Bashkirian,323.2,Kasimovian,303.7,51,24,0.510786218,0.39185887
31826,Platyacrocrinus,Echinodermata,Crinoidea,Monobathrida,,Bashkirian,323.2,Bashkirian,315.2,51,24,2.844508675,1.157356015
31828,Platyhexacrinus,Echinodermata,Crinoidea,Monobathrida,,Emsian,407.6,Eifelian,387.7,51,24,3.806998343,1.386855529
31829,Plemnocrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Visean,330.9,51,24,4.276054562,1.53637805
31832,Polypeltes,Echinodermata,Crinoidea,Monobathrida,,Sheinwoodian,433.4,Homerian,427.4,51,24,4.097046166,1.643584261
31833,Pradocrinus,Echinodermata,Crinoidea,Monobathrida,,Emsian,407.6,Emsian,393.3,51,24,5.02112492,1.879153246
31837,Promelocrinus,Echinodermata,Crinoidea,Monobathrida,,Sheinwoodian,433.4,Homerian,427.4,51,24,3.532306583,1.35564305
31838,Protacrocrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Tournaisian,346.7,51,24,1.936125519,0.78422093
31839,Pterotocrinus,Echinodermata,Crinoidea,Monobathrida,,Visean,346.7,Serpukhovian,323.2,51,24,4.273181873,1.581038949
31840,Pycnocrinus,Echinodermata,Crinoidea,Monobathrida,,Sandbian,458.4,Katian,445.2,51,24,4.40451324,1.607776604
31841,Pyxidocrinus,Echinodermata,Crinoidea,Monobathrida,,Lochkovian,419.2,Givetian,382.7,51,24,2.991111948,1.145196406
31842,Sampsonocrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Visean,330.9,51,24,3.761152487,1.422042387
31844,Scyphocrinites,Echinodermata,Crinoidea,Monobathrida,,Sheinwoodian,433.4,Lochkovian,410.8,51,24,5.826058406,2.073770703
31846,Springeracrocrinus,Echinodermata,Crinoidea,Monobathrida,,Visean,346.7,Serpukhovian,323.2,51,24,2.03841588,0.815655866
31847,Stamnocrinus,Echinodermata,Crinoidea,Monobathrida,,Emsian,407.6,Givetian,382.7,51,24,4.478068438,1.63113925
31848,Steganocrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Visean,330.9,51,24,4.227493284,1.520221436
31849,Stelidiocrinus,Echinodermata,Crinoidea,Monobathrida,,Sheinwoodian,433.4,Homerian,427.4,51,24,2.137466785,0.982572722
31851,Stiptocrinus,Echinodermata,Crinoidea,Monobathrida,,Sheinwoodian,433.4,Ludfordian,423,51,24,3.845539946,1.384652042
31854,Strotocrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Visean,330.9,51,24,4.672003897,1.679427897
31856,Sunwaptacrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Tournaisian,346.7,51,24,3.946691945,1.415863296
31857,Talarocrinus,Echinodermata,Crinoidea,Monobathrida,,Visean,346.7,Visean,330.9,51,24,3.093928673,1.185447712
31859,Technocrinus,Echinodermata,Crinoidea,Monobathrida,,Gorstian,427.4,Pragian,407.6,51,24,4.254585383,1.656289901
31860,Teleiocrinus,Echinodermata,Crinoidea,Monobathrida,,Tournaisian,358.9,Visean,330.9,51,24,4.657359413,1.658488381
31861,Thallocrinus,Echinodermata,Crinoidea,Monobathrida,,Emsian,407.6,Emsian,393.3,51,24,2.64942093,1.032618761
31862,Thamnocrinus,Echinodermata,Crinoidea,Monobathrida,,Givetian,387.7,Givetian,382.7,51,24,4.629164847,1.736316808
31867,Trybliocrinus,Echinodermata,Crinoidea,Monobathrida,,Emsian,407.6,Givetian,382.7,51,24,5.70604194,2.010639117
31870,Uperocrinus,Echinodermata,Crinoidea,Monobathrida,,Famennian,372.2,Visean,330.9,51,24,4.004139809,1.48975765
31871,Wannerocrinus,Echinodermata,Crinoidea,Monobathrida,,Capitanian,265.1,Capitanian,259.9,51,24,4.527857749,1.639586087
31872,Xenocrinus,Echinodermata,Crinoidea,Monobathrida,,Katian,453,Katian,445.2,51,24,0.934781156,0.672097858
31945,Kallimorphocrinus,Echinodermata,Crinoidea,,Allagecrinidae,Bashkirian,323.2,Wuchiapingian,254.2,51,24,-0.167299529,0.09184275
31950,Metallagecrinus,Echinodermata,Crinoidea,,Allagecrinidae,Artinskian,290.1,Capitanian,259.9,51,24,1.647331126,0.648164779
32009,Wrightocrinus,Echinodermata,Crinoidea,,Allagecrinidae,Capitanian,265.1,Capitanian,259.9,51,24,1.682566526,0.667079205
31880,Allocatillocrinus,Echinodermata,Crinoidea,,Catillocrinidae,Visean,346.7,Serpukhovian,323.2,51,24,2.389770485,1.055250879
31959,Paracatillocrinus,Echinodermata,Crinoidea,,Catillocrinidae,Moscovian,315.2,Capitanian,259.9,51,24,2.441529082,1.120409395
31931,Haplocrinites,Echinodermata,Crinoidea,,Haplocrinitidae,Eifelian,393.3,Frasnian,372.2,51,24,1.204719438,0.531478917
31901,Cicerocrinus,Echinodermata,Crinoidea,,Pisocrinidae,Sheinwoodian,433.4,Pridolian,419.2,51,24,1.696591386,0.701280087
31972,Pisocrinus,Echinodermata,Crinoidea,,Pisocrinidae,Rhuddanian,443.4,Eifelian,387.7,51,24,2.003366597,0.811575006
31918,Ectenocrinus,Echinodermata,Crinoidea,,Homocrinidae,Sandbian,458.4,Katian,445.2,51,24,2.640912337,0.984077034
31876,Abyssocrinus,Echinodermata,Crinoidea,,,Sheinwoodian,433.4,Homerian,427.4,51,24,2.798606109,1.10054285
31877,Acolocrinus,Echinodermata,Crinoidea,,,Sandbian,458.4,Sandbian,453,51,24,2.625596913,0.983851719
31878,Agostocrinus,Echinodermata,Crinoidea,,,Sandbian,458.4,Sandbian,453,51,24,2.517550185,0.965906915
31881,Anamesocrinus,Echinodermata,Crinoidea,,,Givetian,387.7,Frasnian,372.2,51,24,0.653983907,0.445604203
31882,Anomalocrinus,Echinodermata,Crinoidea,,,Sandbian,458.4,Katian,445.2,51,24,3.41098787,1.403463701
31883,Anulocrinus,Echinodermata,Crinoidea,,,Sandbian,458.4,Katian,445.2,51,24,2.077219238,0.812077371
31885,Atopocrinus,Echinodermata,Crinoidea,,,Holocene,0.0117,Holocene,0,52,52,2.546147053,0.960946196
31886,Atyphocrinus,Echinodermata,Crinoidea,,,Katian,453,Katian,445.2,51,24,2.187884361,0.888460318
31888,Belemnocrinus,Echinodermata,Crinoidea,,,Tournaisian,358.9,Visean,330.9,51,24,3.046864021,1.182984967
31891,Calceocrinus,Echinodermata,Crinoidea,,,Sandbian,458.4,Ludfordian,423,51,24,3.131301103,1.217747073
31892,Caleidocrinus,Echinodermata,Crinoidea,,,Dapingian,470,Sandbian,453,51,24,2.651846974,1.180412633
